XYDATA,128_03,32_01,32_02,32_03,64_01,64_02,64_03,128_01,128_02,4_02,4_03,8_01,8_02,8_03,16_01,16_02,16_03,0.2_03,1_01,1_02,1_03,2_01,2_02,2_03,4_01,0.2_02,0.2_01,0.1_03,0.1_02,0.1_01
511.1099,664.02,545.909,535.181,569.74,580.134,557.42,606.319,634.895,590.022,504.836,516.754,518.881,508.715,529.849,530.562,517.793,538.754,499.036,500.652,499.983,504.166,501.307,502.695,505.556,509.996,497.311,496.599,500.108,495.052,496.071
512.1099,661.679,548.052,533.046,569.248,580.907,557.774,605.779,634.921,589.291,505.33,514.06,519.335,508.048,529.436,529.103,516.609,540.251,498.104,500.658,499.696,502.754,500.816,499.744,506.083,510.597,497.385,496.586,498.715,493.689,497.654
513.1099,659.36,549.879,530.044,568.585,582.102,556.958,606.849,634.303,589.256,505.538,511.741,519.218,507.939,528.462,528.119,515.576,542.459,497.115,500.536,499.483,501.581,500.889,497.633,506.408,510.651,497.121,496.906,497.284,492.988,499.196
514.1099,659.071,549.22,526.462,568.635,583.405,555.161,609.519,633.125,590.6,505.202,512.096,518.147,508.267,526.62,528.119,515.914,543.753,497.246,500.439,499.732,501.982,501.382,498.349,506.728,509.825,496.695,497.151,496.751,493.494,499.772
515.1099,660.56,546.715,523.282,569.224,584.403,553.228,612.903,631.659,592.985,504.454,514.779,516.599,508.751,524.389,529.059,517.285,543.919,498.484,500.337,500.258,503.558,502.185,501.151,507.001,508.44,496.356,497.354,497.037,494.952,499.404
516.1099,662.237,544.669,521.898,569.554,584.624,552.39,615.595,630.287,595.468,503.663,517.878,515.563,509.014,522.72,530.571,518.408,543.587,500.112,500.098,500.534,504.878,503.214,503.684,507.047,507.204,496.395,497.809,497.456,496.628,498.673
517.1099,662.694,545.1,523.461,568.932,583.715,553.65,616.321,629.386,597.187,503.18,519.623,515.891,508.742,522.45,532.264,518.151,543.344,501.452,499.631,500.091,504.686,504.364,503.859,506.713,506.758,497.039,498.75,497.401,497.843,498.123
518.1099,662.295,547.339,526.922,567.672,582.384,555.935,615.007,629.258,598.069,503.19,519.663,517.178,508.203,523.372,533.624,516.853,543.333,502.26,499.223,499.032,503.359,505.388,502.122,506.132,507.086,497.948,499.849,497.038,498.439,497.904
519.1099,662.325,549.317,530.089,566.615,581.885,557.096,612.204,630.165,598.452,503.795,518.386,518.366,507.961,524.736,534.073,515.64,543.464,502.517,499.361,497.752,502.128,505.966,500.241,505.583,507.83,498.491,500.484,496.937,498.532,497.96
520.1099,663.805,549.237,531.086,566.474,583.218,555.384,608.54,632.235,598.604,505.011,516.234,518.539,508.468,525.867,533.147,515.469,543.611,502.215,500.417,496.655,502.037,505.829,499.76,505.311,508.662,498.138,500.131,497.555,498.253,498.227
521.1099,665.732,547.451,530.485,566.993,585.396,552.126,605.177,634.606,598.244,506.234,513.987,517.884,509.281,526.688,531.271,515.954,543.386,501.416,501.902,496.181,502.69,505.115,500.478,505.313,509.498,497.144,499.012,498.503,497.826,498.6
522.1099,666.182,545.281,529.966,567.474,586.536,550.043,603.515,635.965,596.839,506.58,512.581,517.09,509.558,527.391,529.265,516.082,542.279,500.213,502.937,496.784,503.04,504.149,501.404,505.47,510.364,496.12,497.685,499.01,497.519,498.955
523.1099,663.697,543.914,530.878,567.344,585.153,551.314,604.641,635.28,594.106,505.377,512.759,516.747,508.658,528.137,527.87,515.074,540,498.724,502.813,498.733,502.252,503.242,501.686,505.671,511.236,495.6,496.668,498.482,497.536,499.178
524.1099,659.78,543.634,532.445,566.837,582.318,554.642,607.625,633.331,591.331,503.312,514.024,516.811,507.244,528.872,527.271,513.713,537.662,497.232,501.914,501.096,500.878,502.621,501.41,505.858,511.79,495.604,496.204,497.472,497.668,499.213
525.1099,657.097,544.373,533.054,566.503,580.107,557.364,610.747,631.603,590.416,501.604,515.395,516.988,506.493,529.455,527.442,513.409,536.922,496.082,501.053,502.471,500.016,502.48,501.027,505.991,511.58,495.953,496.434,496.982,497.541,499.031
526.1099,657.741,545.971,531.511,566.771,580.147,557.35,612.549,631.254,592.671,501.238,516.047,517.048,507.282,529.753,528.327,515.194,538.965,495.572,500.898,501.826,500.536,502.927,500.905,506.057,510.314,496.46,497.4,497.771,496.893,498.635
527.1099,660.692,547.777,528.893,567.413,581.64,555.349,612.997,631.646,596.195,501.927,515.992,517.125,508.873,529.651,529.733,517.982,542.393,495.721,501.332,500.127,502.09,503.604,500.971,506.167,508.531,496.892,498.631,499.271,496.043,498.21
528.1099,663.883,548.973,527.036,567.983,582.97,553.081,612.535,631.537,598.007,502.957,515.526,517.474,509.982,529.041,531.421,519.951,544.942,496.454,501.972,499.01,503.923,503.997,501.003,506.479,507.047,497.006,499.481,500.469,495.508,498
529.1099,665.543,548.938,527.294,568.123,582.914,551.917,611.604,630.081,596.023,503.714,514.891,518.24,509.695,527.882,533.108,519.753,544.897,497.634,502.493,499.692,505.324,503.751,500.857,507.108,506.491,496.675,499.498,500.618,495.656,498.199
530.1099,665.249,547.935,528.789,567.899,582.057,551.62,610.621,628.242,592.281,504.062,514.073,519.078,508.784,526.42,534.312,518.259,543.068,498.824,502.832,501.45,505.816,503.228,500.75,507.99,506.634,496.318,499.112,500.188,496.161,498.745
531.1099,662.966,546.484,530.006,567.495,581.5,551.497,609.997,627.503,589.995,503.997,512.987,519.501,508.505,524.986,534.495,517,540.982,499.503,503.001,503.011,504.983,503.001,501.006,509.011,507.003,496.507,499.003,500.002,496.501,499.509
532.1099,659.043,545.122,529.872,567.076,581.976,551.053,610.016,628.832,591.361,503.562,511.671,519.213,509.657,523.887,533.378,517.102,539.851,499.345,503.006,503.409,502.715,503.48,501.766,509.986,507.27,497.547,499.62,500.571,496.333,500.327
533.1099,655.329,544.453,529.02,566.721,582.807,550.571,610.47,631.197,594.628,502.97,510.642,518.671,511.281,523.34,531.701,518.078,539.647,498.8,502.834,502.875,500.084,504.457,502.488,510.461,507.672,498.7,500.512,501.207,496.002,500.921
534.1099,654.033,545.098,528.496,566.489,582.969,550.52,611.035,633.082,597.086,502.475,510.535,518.514,511.991,523.541,530.448,519.039,540.039,498.5,502.469,501.934,498.448,505.573,502.46,509.921,508.586,498.97,501.008,500.933,496.023,500.981
535.1099,656.373,547.3,528.952,566.366,581.896,551.226,611.344,633.466,596.855,502.263,511.667,519.167,510.93,524.493,530.265,519.324,540.674,498.83,501.931,501.027,498.708,506.502,501.34,508.132,510.15,497.804,500.668,499.238,496.66,500.299
536.1099,660.328,550.076,529.744,566.096,580.508,552.542,610.904,632.952,594.765,502.308,513.33,520.354,508.975,525.564,530.684,519.031,541.119,499.354,501.371,500.333,500.271,507.026,499.993,505.794,511.73,496.069,499.808,497.135,497.372,498.996
537.1099,663.215,552.189,529.966,565.373,580.032,554.225,609.196,632.473,592.196,502.537,514.609,521.657,507.355,525.993,531.013,518.421,540.925,499.472,500.963,499.978,502.241,506.951,499.527,503.797,512.532,494.928,498.898,495.945,497.451,497.264
538.1099,663.389,552.799,529.175,564.101,581.039,555.928,606.227,632.606,590.205,502.846,514.852,522.668,506.898,525.4,530.869,517.741,539.919,498.838,500.818,500.01,503.847,506.229,500.465,502.825,512.139,495.098,498.26,496.409,496.544,495.418
539.1099,662.047,552.153,528.201,562.755,582.315,557.023,603.447,632.952,588.957,503.05,514.141,522.998,507.324,524.451,530.715,517.2,538.682,497.806,500.872,500.266,504.666,505.225,501.709,502.998,511.168,496.084,497.817,497.669,495.269,494.13
540.1099,660.867,550.683,528.091,561.904,582.343,556.839,602.551,632.947,588.467,502.949,512.68,522.266,508.168,523.987,531.154,516.998,537.927,496.848,501.034,500.545,504.335,504.371,501.893,504.339,510.41,497.182,497.424,498.598,494.405,494.13
541.1099,660.767,548.892,529.252,561.874,580.579,555.174,604.277,632.353,588.771,502.542,510.908,520.437,509.039,524.355,532.377,517.219,538.061,496.342,501.224,500.627,502.913,503.883,500.381,506.496,510.272,497.883,497.039,498.607,494.373,495.609
542.1099,660.902,547.446,530.614,562.416,578.727,552.931,607.155,631.681,589.961,502.283,509.786,518.288,509.723,524.756,533.612,517.662,538.793,496.446,501.4,500.25,501.437,503.473,498.238,508.252,510.273,498.123,496.86,498.355,494.758,497.519
543.1099,660.188,547.027,530.908,563.2,578.8,551.16,609.409,631.548,592.134,502.69,510.349,516.706,510.032,524.237,533.956,518.087,539.732,497.282,501.524,499.145,501.073,502.785,496.765,508.277,509.811,497.903,497.116,498.675,495.03,498.642
544.1099,658.392,547.808,529.686,564.015,581.297,550.622,610.006,632.033,594.815,503.935,512.71,516.117,509.926,522.679,533.072,518.306,540.544,498.702,501.571,497.42,502.189,501.741,496.758,506.258,508.725,497.295,497.831,499.811,495.029,498.375
545.1099,656.946,548.969,528.102,564.869,583.767,551.504,609.362,632.171,596.416,505.516,515.196,516.047,509.647,521.591,531.728,518.244,541.002,500.028,501.55,495.92,503.589,500.806,498.033,503.869,507.723,496.516,498.627,500.862,495.31,497.312
546.1099,657.453,549.578,527.486,565.799,583.453,553.92,608.058,630.894,595.248,506.859,515.947,515.924,509.472,522.651,530.809,517.839,540.896,500.526,501.468,495.561,503.909,500.502,500.288,502.995,507.599,495.795,499.083,500.809,496.502,496.183
547.1099,659.983,549.158,528.374,566.723,579.773,557.348,606.698,628.253,591.199,507.469,514.562,515.551,509.544,526.036,530.649,517.142,540.326,499.977,501.29,496.593,502.766,501.003,502.906,504.297,508.525,495.332,499.115,499.409,498.452,495.48
548.1099,662.089,547.975,530.002,567.368,575.73,560.223,605.914,626.139,586.759,506.995,513.039,515.34,509.794,529.459,530.678,516.389,539.901,499.007,500.902,498.167,501.381,501.918,504.757,506.429,509.636,495.271,499.195,497.704,499.73,495.309
549.1099,661.142,546.369,531.49,567.451,574.599,560.914,606.33,626.574,584.614,505.112,513.551,515.756,510.131,530.449,530.25,515.836,540.263,498.31,500.188,499.34,501.097,502.803,504.687,507.879,509.991,495.75,499.833,496.835,498.82,495.731
550.1099,656.897,544.856,532.195,567.017,577.1,559.162,607.866,629.792,585.578,502.166,516.35,516.882,510.439,528.461,529.297,515.582,541.396,498.183,499.271,499.66,502.166,503.376,502.739,508.061,509.288,496.671,500.997,497.131,495.815,496.62
551.1099,652.4,544.202,531.802,566.564,580.425,556.611,609.48,633.558,587.872,499.434,519.026,518.28,510.566,525.609,528.544,515.51,542.381,498.37,498.596,499.348,503.324,503.572,500.602,507.672,508.116,497.621,501.909,497.795,493.035,497.583
552.1099,650.854,545.154,530.049,566.605,581.581,555.001,610.082,635.501,589.565,498.221,519.048,519.479,510.359,524.143,528.746,515.492,542.259,498.578,498.619,498.674,503.241,503.349,500.04,507.485,507.115,498.172,501.759,497.97,492.884,498.219
553.1099,652.898,547.367,527.495,567.077,579.893,554.922,609.403,634.69,589.82,498.749,516.143,520.225,509.788,524.413,529.85,515.524,540.967,498.649,499.276,497.889,501.915,502.808,501.327,507.728,506.592,498.283,500.457,497.442,495.491,498.428
554.1099,656.191,549.227,525.66,567.253,577.378,555.623,608.123,631.865,589.076,499.979,512.66,520.518,508.962,524.566,530.858,515.757,539.483,498.582,499.909,497.218,500.895,502.221,503.005,507.994,506.457,498.352,498.746,496.737,498.331,498.464
555.1099,658.299,549.131,526.039,566.407,576.127,556.297,606.958,627.873,587.839,500.836,511.006,520.374,508.004,522.724,530.774,516.337,538.81,498.382,499.855,496.875,501.729,501.858,503.578,507.867,506.605,498.787,497.398,496.406,498.849,498.587
556.1099,658.39,547.219,528.412,564.662,576.599,556.588,606.188,623.867,586.63,501.081,511.623,519.895,507.174,519.186,529.727,517.093,539.246,498.071,499.159,496.799,504.175,501.86,502.764,507.441,506.994,499.579,496.705,496.561,496.932,498.83
557.1099,657.195,545.328,530.894,562.963,577.664,556.573,605.676,621.298,585.979,501.283,513.039,519.265,506.872,516.367,528.944,517.533,540.401,497.68,498.548,496.659,506.241,502.232,501.463,507.315,507.644,500.313,496.492,496.89,494.852,499
558.1099,655.492,545.249,531.639,562.245,578.171,556.344,605.267,621.52,586.38,501.998,513.787,518.664,507.459,516.603,529.602,517.199,541.848,497.245,498.736,496.146,505.997,502.968,500.588,508.051,508.569,500.579,496.569,497.077,494.84,498.905
559.1099,653.788,546.825,530.547,562.637,577.724,555.852,604.831,624.103,587.727,503.032,513.723,518.148,508.61,519.5,531.334,516.359,543.026,496.837,499.681,495.41,503.636,503.908,500.432,509.318,509.657,500.313,496.773,497.065,496.863,498.558
560.1099,652.374,548.323,528.935,563.618,576.543,554.945,604.255,627.169,589.431,503.577,513.776,517.669,509.447,522.45,532.521,515.898,543.263,496.552,500.731,494.979,501.077,504.77,500.793,510.062,510.691,499.734,496.963,497.004,499.051,498.133
561.1099,651.524,548.115,528.067,564.656,574.886,553.489,603.449,628.897,590.899,502.9,514.807,517.188,509.157,523.004,531.671,516.618,541.978,496.482,501.266,495.35,500.142,505.284,501.451,509.31,511.452,499.053,497.013,497.035,499.627,497.802
562.1099,651.41,546.432,528.02,565.313,573.291,551.678,602.593,628.695,591.661,501.379,516.444,516.843,507.949,521.483,529.375,518.011,539.719,496.621,501.249,496.499,500.812,505.381,502.203,507.365,511.721,498.286,496.963,497.111,498.618,497.609
563.1099,652.136,544.759,528.069,565.212,572.485,549.922,602.047,626.795,591.335,500.14,517.482,516.885,506.721,520.073,527.62,518.658,537.796,496.905,501.042,498.05,501.829,505.125,502.86,505.393,511.278,497.32,496.968,497.06,497.266,497.514
564.1099,653.761,544.454,527.576,564.065,573.113,548.635,602.152,623.587,589.69,500.191,516.852,517.507,506.291,520.735,528.17,517.338,537.363,497.272,500.975,499.616,502.048,504.594,503.236,504.468,509.974,496.081,497.158,496.73,496.71,497.479
565.1099,655.941,545.421,526.877,562.382,574.992,548.231,603.01,620.798,587.93,501.259,514.916,518.312,506.569,522.952,530.392,515.008,537.939,497.736,501.038,500.776,501.624,503.982,503.206,504.628,508.3,494.929,497.423,496.185,496.88,497.479
566.1099,658.11,546.762,526.845,561.119,577.477,549.122,604.591,620.9,588.06,502.36,512.837,518.578,506.96,524.831,532.321,513.872,538.134,498.351,501.029,501.082,501.431,503.545,502.677,505.337,507.107,494.458,497.522,495.606,497.037,497.496
567.1099,659.707,547.633,528.163,561.087,579.94,551.582,606.766,625.793,591.599,502.664,511.665,517.71,506.952,524.765,532.259,515.76,536.812,499.135,500.789,500.21,502.181,503.475,501.613,506.091,507.09,495.147,497.261,495.185,496.54,497.505
568.1099,660.243,547.664,530.04,561.964,581.902,554.857,608.671,633.034,596.388,502.534,511.576,516.112,506.661,523.423,530.601,519.457,534.83,499.824,500.492,498.719,503.288,503.493,500.385,506.67,507.749,496.567,496.811,495.174,495.55,497.406
569.1099,659.261,546.704,531.016,562.915,582.952,557.723,609.112,638.211,598.6,502.875,512.349,514.637,506.492,522.5,528.694,522.316,533.944,500.029,500.467,497.573,503.582,503.105,499.55,506.983,508.043,497.881,496.51,495.849,494.594,497.068
570.1099,656.485,544.73,529.952,563.233,582.765,559.149,607.249,637.744,595.289,504.335,513.715,514.026,506.772,523.316,527.706,522.153,535.494,499.475,500.948,497.557,502.187,501.982,499.568,506.972,507.197,498.396,496.644,497.353,494.136,496.433
571.1099,652.719,542.496,527.639,562.985,581.527,559.247,604.367,633.025,588.746,506.035,515.138,514.349,507.367,524.92,527.726,519.671,538.345,498.578,501.627,498.402,499.99,500.77,500.311,506.753,506.032,498.278,497.177,499.044,494.269,495.885
572.1099,649.159,541.036,525.573,562.523,579.612,558.549,602.529,627.27,583.185,506.534,515.984,515.426,507.974,525.529,528.448,516.672,540.449,498.008,501.999,499.452,498.528,500.471,501.437,506.51,505.948,498.009,497.955,499.989,494.95,495.968
573.1099,646.899,541.183,524.926,562.119,577.443,557.467,603.219,623.199,581.893,504.892,515.794,516.983,508.362,523.891,529.524,514.648,540.263,498.219,501.68,500.173,498.956,501.772,502.629,506.41,507.878,497.984,498.819,499.536,496.074,497.03
574.1099,646.552,542.828,525.34,561.674,575.669,555.861,605.216,621.209,583.8,502.518,514.926,518.29,508.639,521.226,530.406,513.581,538.603,498.659,500.88,500.619,500.669,503.869,503.705,506.553,510.54,498.194,499.571,498.352,497.252,498.494
575.1099,648.585,545.581,526.014,560.977,575.003,553.425,606.508,621.015,586.562,501.508,513.98,518.484,509.012,519.483,530.487,512.994,536.971,498.481,499.979,501.011,502.541,505.527,504.516,507.016,512.007,498.508,500.005,497.491,498.01,499.514
576.1099,652.983,548.85,526.293,559.925,575.86,550.207,605.719,622.292,588.298,503.199,513.431,517.12,509.578,519.978,529.459,512.51,536.472,497.22,499.321,501.47,503.685,505.877,504.917,507.753,510.988,498.828,499.956,497.678,498.028,499.516
577.1099,657.931,551.282,526.081,558.79,577.552,547.552,603.842,624.558,588.84,506.108,513.309,515.305,510.027,521.696,528.114,512.142,536.727,495.822,499.127,501.728,504.095,505.422,504.753,508.255,508.555,499.162,499.404,498.443,497.547,498.945
578.1099,661.198,551.352,525.409,557.934,579.133,547.105,602.417,627.294,588.417,508.104,513.538,514.507,509.956,523.085,527.501,511.999,537.01,495.564,499.584,501.433,503.967,504.978,503.869,507.905,506.323,499.543,498.369,499.031,496.942,498.475
579.1099,661.331,548.412,524.534,557.63,579.908,549.546,602.438,629.899,587.339,507.813,513.968,515.524,509.154,523.22,528.168,512.148,536.829,497.1,500.639,500.413,503.475,505.076,502.318,506.464,505.474,499.97,496.975,498.949,496.515,498.514
580.1099,659.143,544.397,524.376,557.892,579.924,552.721,603.299,631.522,586.147,506.089,514.219,517.199,507.958,523.026,529.202,512.541,536.369,499.278,501.525,499.045,502.729,505.398,500.753,504.794,505.914,500.335,495.663,498.448,496.368,498.666
581.1099,655.863,541.707,525.975,558.686,579.36,553.968,604.105,631.273,585.428,504.19,513.872,518.021,506.81,523.763,529.429,513.107,535.935,500.62,501.347,497.799,501.825,505.475,499.94,503.954,507.319,500.513,494.93,497.916,496.565,498.394
582.1099,652.506,541.619,529.463,559.826,578.476,552.075,604.238,628.931,585.394,502.995,512.841,517.225,506.053,525.882,528.303,513.807,535.745,500.335,499.793,497.028,500.971,505.093,500.296,504.412,509.165,500.41,495.048,497.614,497.045,497.514
